,usertoken,date,account_index,tweet_index,condition_account,condition_accAlias,condition_block,condition_emotionSort,condition_showImage,condition_credibleLabel,condition_politicalLabel,biasChoice,biasCI,time,condition_showImage_cat
76,yzE74Ra0,09/10/20,1,11,nypost,F,True,happy,True,1,right,0.01588590217359138,0.14536951380006014,1599774281009.0,with image
77,yzE74Ra0,09/10/20,1,12,nypost,F,True,happy,True,1,right,0.058402908976312465,0.21107761522244728,1599774285208.0,with image
78,yzE74Ra0,09/10/20,1,13,nypost,F,True,happy,True,1,right,0.10091991577903354,0.17779839208410633,1599774291154.0,with image
79,yzE74Ra0,09/10/20,1,14,nypost,F,True,happy,True,1,right,0.05067254410309045,0.18402133816617022,1599774295416.0,with image
80,yzE74Ra0,09/10/20,1,15,nypost,F,True,happy,True,1,right,0.04873995288478494,0.15503246989158764,1599774299951.0,with image
81,yzE74Ra0,09/10/20,1,16,nypost,F,True,happy,True,1,right,0.10091991577903354,0.20527984156753076,1599774303266.0,with image
82,yzE74Ra0,09/10/20,2,0,MotherJones,E,True,happy,True,1,left,0.6942254197988232,0.2898886827458256,1599774606876.0,with image
83,yzE74Ra0,09/10/20,2,1,MotherJones,E,True,happy,True,1,left,0.47584261213030127,0.18939393939393934,1599774690425.0,with image
84,yzE74Ra0,09/10/20,2,2,MotherJones,E,True,happy,True,1,left,0.4642470648204683,0.31307977736549164,1599774694430.0,with image
85,yzE74Ra0,09/10/20,2,3,MotherJones,E,True,happy,True,1,left,0.9126082274673452,0.16620272681826642,1599774900618.0,with image
86,yzE74Ra0,09/10/20,2,4,MotherJones,E,True,happy,True,1,left,0.6575061866510187,0.2821583178726035,1599774907498.0,with image
87,yzE74Ra0,09/10/20,2,5,MotherJones,E,True,happy,True,1,left,0.8565630821364856,0.2744278350433744,1599774918952.0,with image
88,yzE74Ra0,09/10/20,2,6,MotherJones,E,True,happy,True,1,left,0.8063157104605424,0.35559678416821283,1599774926487.0,with image
89,yzE74Ra0,09/10/20,3,0,CNNPolitics,G,True,happy,False,1,left,0.5067640716231894,0.010088128518674855,1599774975603.0,without image
90,yzE74Ra0,09/10/20,3,1,CNNPolitics,G,True,happy,False,1,left,0.9145408186856506,0.6710343251791572,1599774988316.0,without image
91,yzE74Ra0,09/10/20,3,2,CNNPolitics,G,True,happy,False,1,left,0.8449675348266525,0.6671691427425461,1599774994878.0,without image
92,yzE74Ra0,09/10/20,3,3,CNNPolitics,G,True,happy,False,1,left,0.7850572070591819,0.3633271490414347,1599774998686.0,without image
93,yzE74Ra0,09/10/20,3,4,CNNPolitics,G,True,happy,False,1,left,0.7077535583269617,0.2589672232529374,1599775004910.0,without image
94,yzE74Ra0,09/10/20,3,5,CNNPolitics,G,True,happy,False,1,left,0.7908549807140984,0.39424860853432264,1599775008198.0,without image
95,yzE74Ra0,09/10/20,3,6,CNNPolitics,G,True,happy,False,1,left,0.858495673354791,0.23577612863327158,1599775015880.0,without image
96,yzE74Ra0,09/10/20,3,7,CNNPolitics,G,True,happy,False,1,left,0.7502705651296828,0.3633271490414347,1599775020773.0,without image
97,yzE74Ra0,09/10/20,4,0,opednews,C,True,happy,True,0,left,0.6401128656862691,0.3401360544217687,1599775088476.0,with image
98,yzE74Ra0,09/10/20,4,1,opednews,C,True,happy,True,0,left,0.5183596189330224,0.47155225726654293,1599775095176.0,with image
99,yzE74Ra0,09/10/20,4,2,opednews,C,True,happy,True,0,left,0.5241573925879389,0.39424860853432264,1599775098443.0,with image
100,yzE74Ra0,09/10/20,4,3,opednews,C,True,happy,True,0,left,0.7154839232001837,0.42903525046382196,1599775101987.0,with image
101,yzE74Ra0,09/10/20,4,4,opednews,C,True,happy,True,0,left,0.7695964773127378,0.3517316017316017,1599775112014.0,with image
102,yzE74Ra0,09/10/20,4,5,opednews,C,True,happy,True,0,left,0.7715290685310434,0.3787878787878789,1599775117739.0,with image
103,yzE74Ra0,09/10/20,4,6,opednews,C,True,happy,True,0,left,0.796652754369015,0.5647418081723544,1599775121692.0,with image
104,yzE74Ra0,09/10/20,4,7,opednews,C,True,happy,True,0,left,0.81597866655207,0.27056277056277045,1599775127879.0,with image
105,yzE74Ra0,09/10/20,4,8,opednews,C,True,happy,True,0,left,0.796652754369015,0.24350649350649345,1599775132097.0,with image
106,yzE74Ra0,09/10/20,5,0,Jerusalem_Post,H,True,happy,False,1,right,0.582135129137104,0.2164502164502164,1599775181827.0,without image
107,yzE74Ra0,09/10/20,5,1,Jerusalem_Post,H,True,happy,False,1,right,0.6633039603059352,0.30534941249226977,1599775186376.0,without image
108,yzE74Ra0,09/10/20,5,2,Jerusalem_Post,H,True,happy,False,1,right,0.7328772441649333,0.3246753246753247,1599775190775.0,without image
109,yzE74Ra0,09/10/20,5,3,Jerusalem_Post,H,True,happy,False,1,right,0.7560683387845993,0.3787878787878787,1599775193595.0,without image
110,yzE74Ra0,09/10/20,5,4,Jerusalem_Post,H,True,happy,False,1,right,0.7232142880734058,0.34786641929499074,1599775198753.0,without image
111,yzE74Ra0,09/10/20,5,5,Jerusalem_Post,H,True,happy,False,1,right,0.7290120617283223,0.42903525046382196,1599775205848.0,without image
112,yzE74Ra0,09/10/20,5,6,Jerusalem_Post,H,True,happy,False,1,right,0.7425402002564608,0.46382189239332106,1599775209224.0,without image
113,yzE74Ra0,09/10/20,5,7,Jerusalem_Post,H,True,happy,False,1,right,0.7560683387845993,0.38651824366110077,1599775215768.0,without image
114,yzE74Ra0,09/10/20,6,0,amlookout,B,True,happy,True,0,right,0.4294604228909692,0.21645021645021645,1599775507520.0,with image
115,yzE74Ra0,09/10/20,6,1,amlookout,B,True,happy,True,0,right,0.7058209671086563,0.2551020408163265,1599775517690.0,with image
116,yzE74Ra0,09/10/20,6,2,amlookout,B,True,happy,True,0,right,0.7734616597493489,0.5009662979682729,1599775523059.0,with image
117,yzE74Ra0,09/10/20,6,3,amlookout,B,True,happy,True,0,right,0.85463049091818,0.6072588149750755,1599775529219.0,with image
118,yzE74Ra0,09/10/20,6,4,amlookout,B,True,happy,True,0,right,0.7927875719324039,0.5048314804048838,1599775535880.0,with image
119,yzE74Ra0,09/10/20,6,5,amlookout,B,True,happy,True,0,right,0.9609230079249828,0.7251468792917113,1599775538971.0,with image
120,yzE74Ra0,09/10/20,6,6,amlookout,B,True,happy,True,0,right,0.9203385923405671,0.6401128656862691,1599775542235.0,with image
121,yzE74Ra0,09/10/20,7,0,InvestWatchBlog,D,True,happy,False,0,right,0.8623608557914021,0.23191094619666042,1599775598913.0,without image
122,yzE74Ra0,09/10/20,7,1,InvestWatchBlog,D,True,happy,False,0,right,0.9551252342700662,0.07343834833960217,1599775603352.0,without image
123,yzE74Ra0,09/10/20,7,2,InvestWatchBlog,D,True,happy,False,0,right,0.9531926430517608,0.0850338956494352,1599775606557.0,without image
124,yzE74Ra0,09/10/20,7,3,InvestWatchBlog,D,True,happy,False,0,right,0.9705859640165103,0.011595547309833032,1599775611042.0,without image
125,yzE74Ra0,09/10/20,7,4,InvestWatchBlog,D,True,happy,False,0,right,0.9763837376714268,0.03865170641010307,1599775615412.0,without image
126,yzE74Ra0,09/10/20,7,5,InvestWatchBlog,D,True,happy,False,0,right,0.9879792849812598,0.9705859640165103,1599775620074.0,without image
127,vgmKi6jP,09/10/20,0,0,opednews,C,False,happy,False,0,left,0.541067565748112,0.5991032776747063,1599773974590.0,without image
128,vgmKi6jP,09/10/20,0,1,opednews,C,False,angry,False,0,left,0.5891632253507435,0.04311189496374679,1599773812277.0,without image
129,vgmKi6jP,09/10/20,0,2,opednews,C,False,happy,False,0,left,0.5146972249588172,0.5878894767783656,1599773836003.0,without image
130,vgmKi6jP,09/10/20,0,3,opednews,C,False,angry,False,0,left,0.9928473327385546,0.003919263178522536,1599773850427.0,without image
131,vgmKi6jP,09/10/20,0,4,opednews,C,False,happy,False,0,left,0.459827540459503,0.00783852635704485,1599773878722.0,without image
132,vgmKi6jP,09/10/20,0,5,opednews,C,False,angry,False,0,left,0.9125024375788446,0.027434842249657088,1599773903589.0,without image
133,vgmKi6jP,09/10/20,0,6,opednews,C,False,happy,False,0,left,0.853713489901008,0.08622378992749358,1599773959820.0,without image
134,vgmKi6jP,09/10/20,0,7,opednews,C,False,angry,False,0,left,0.49118164588768254,0.6897903194199491,1599773951442.0,without image
135,vgmKi6jP,09/10/20,0,8,opednews,C,False,happy,False,0,left,0.683225541635282,0.1763668430335097,1599773989669.0,without image
136,vgmKi6jP,09/10/20,0,9,opednews,C,False,angry,False,0,left,0.9967665959170771,0.003919263178522536,1599774033490.0,without image
137,vgmKi6jP,09/10/20,0,10,opednews,C,False,happy,False,0,left,0.4245541718528011,0.3566529492455419,1599774059415.0,without image
138,vgmKi6jP,09/10/20,0,11,opednews,C,False,angry,False,0,left,0.718498910241984,0.46247305506564773,1599774109294.0,without image
139,vgmKi6jP,09/10/20,1,0,amlookout,B,False,happy,True,0,right,0.6342347519037516,0.501665686850872,1599774507234.0,with image
140,vgmKi6jP,09/10/20,1,1,amlookout,B,False,angry,True,0,right,0.6910640679923269,0.14109347442680775,1599774524616.0,with image
141,vgmKi6jP,09/10/20,1,2,amlookout,B,False,happy,True,0,right,0.718498910241984,0.1763668430335097,1599774537086.0,with image
142,vgmKi6jP,09/10/20,1,3,amlookout,B,False,angry,True,0,right,0.9046639112217998,0.031354105428179624,1599774548492.0,with image
143,vgmKi6jP,09/10/20,1,4,amlookout,B,False,happy,True,0,right,0.9242602271144119,0.027434842249657088,1599774565462.0,with image
144,vgmKi6jP,09/10/20,2,0,Jerusalem_Post,H,False,happy,True,1,right,0.6655888573319311,0.37624926513815415,1599774788138.0,with image
145,vgmKi6jP,09/10/20,2,1,Jerusalem_Post,H,False,angry,True,1,right,0.4990201722447274,0.7916911321599274,1599774805681.0,with image
146,vgmKi6jP,09/10/20,2,2,Jerusalem_Post,H,False,happy,True,1,right,0.5440916987977354,0.22339800117577902,1599774816121.0,with image
147,vgmKi6jP,09/10/20,2,3,Jerusalem_Post,H,False,angry,True,1,right,0.8693905426150978,0.16852831667646484,1599774829908.0,with image
148,vgmKi6jP,09/10/20,2,4,Jerusalem_Post,H,False,happy,True,1,right,0.8791887005614039,0.6616695941534086,1599774848071.0,with image
149,vgmKi6jP,09/10/20,2,5,Jerusalem_Post,H,False,angry,True,1,right,0.8693905426150978,0.09798157946306096,1599774858091.0,with image
150,vgmKi6jP,09/10/20,3,0,nypost,F,False,happy,False,1,right,0.48873210640110604,0.7916911620615324,1599775070543.0,without image
151,vgmKi6jP,09/10/20,3,1,nypost,F,False,angry,False,1,right,0.6695081205104535,0.2148736067526532,1599775083663.0,without image
152,vgmKi6jP,09/10/20,3,2,nypost,F,False,happy,False,1,right,0.9967665959170771,0.8556731214902693,1599775090785.0,without image
153,vgmKi6jP,09/10/20,3,3,nypost,F,False,angry,False,1,right,0.5166568565480784,0.787771868981405,1599775104514.0,without image
154,vgmKi6jP,09/10/20,3,4,nypost,F,False,happy,False,1,right,0.7439741209023798,0.5016656868508722,1599775116045.0,without image
155,vgmKi6jP,09/10/20,3,5,nypost,F,False,angry,False,1,right,0.5048990670125111,0.3997648442092887,1599775125966.0,without image
156,vgmKi6jP,09/10/20,3,6,nypost,F,False,happy,False,1,right,0.23055065946674294,0.3801685283166765,1599775140078.0,without image
157,vgmKi6jP,09/10/20,3,7,nypost,F,False,angry,False,1,right,0.4010385927816665,0.6858710263398217,1599775152528.0,without image
158,vgmKi6jP,09/10/20,3,8,nypost,F,False,happy,False,1,right,0.36184596099644206,0.5918087100552831,1599775169022.0,without image
159,vgmKi6jP,09/10/20,3,9,nypost,F,False,angry,False,1,right,0.3500881714608748,0.6310013418405074,1599775182400.0,without image
160,vgmKi6jP,09/10/20,3,10,nypost,F,False,happy,False,1,right,0.4813834879413764,0.45071526553008034,1599775191970.0,without image
161,vgmKi6jP,09/10/20,3,11,nypost,F,False,angry,False,1,right,0.5323339092621682,0.4271996864589458,1599775201768.0,without image
162,vgmKi6jP,09/10/20,3,12,nypost,F,False,happy,False,1,right,0.5029394354232498,0.9563001856578699,1599775210163.0,without image
163,vgmKi6jP,09/10/20,3,13,nypost,F,False,angry,False,1,right,0.5127375933695559,0.6427591313760748,1599775220244.0,without image
164,vgmKi6jP,09/10/20,3,14,nypost,F,False,happy,False,1,right,0.7557319104379471,0.18155986973521243,1599775236205.0,without image
165,vgmKi6jP,09/10/20,4,0,MotherJones,E,False,happy,True,1,left,0.5244953829051232,0.61924355230494,1599775336051.0,with image
166,vgmKi6jP,09/10/20,4,1,MotherJones,E,False,angry,True,1,left,0.5597687515118251,0.7642562899102703,1599775347931.0,with image
167,vgmKi6jP,09/10/20,4,2,MotherJones,E,False,happy,True,1,left,0.5342935408514293,0.054869684499314175,1599775363443.0,with image
168,vgmKi6jP,09/10/20,4,3,MotherJones,E,False,angry,True,1,left,0.9595335957211139,0.019596315892612015,1599775374340.0,with image
169,vgmKi6jP,09/10/20,4,4,MotherJones,E,False,happy,True,1,left,0.43239269820984594,0.03135410542817951,1599775387459.0,with image
170,vgmKi6jP,09/10/20,4,5,MotherJones,E,False,angry,True,1,left,0.6244365939574454,0.027434842249657088,1599775398955.0,with image
171,vgmKi6jP,09/10/20,4,6,MotherJones,E,False,happy,True,1,left,0.5342935408514293,0.0313541054281794,1599775408796.0,with image
172,vgmKi6jP,09/10/20,5,0,InvestWatchBlog,D,False,happy,False,0,right,0.9903977932519781,0.9727611089486271,1599775652568.0,without image
173,vgmKi6jP,09/10/20,5,1,InvestWatchBlog,D,False,angry,False,0,right,0.9752106484352037,0.019596315892612237,1599775658135.0,without image
174,vgmKi6jP,09/10/20,5,2,InvestWatchBlog,D,False,happy,False,0,right,0.9850088063815098,0.027434842249657088,1599775664655.0,without image
175,vgmKi6jP,09/10/20,5,3,InvestWatchBlog,D,False,angry,False,0,right,0.9752106484352037,0.019596315892612237,1599775668557.0,without image
176,vgmKi6jP,09/10/20,5,4,InvestWatchBlog,D,False,happy,False,0,right,0.9889280695600322,0.0156770527140897,1599775672143.0,without image
177,vgmKi6jP,09/10/20,5,5,InvestWatchBlog,D,False,angry,False,0,right,0.9987262275063383,0.9752106484352037,1599775675133.0,without image
178,vgmKi6jP,09/10/20,5,6,InvestWatchBlog,D,False,happy,False,0,right,0.9830491747922485,0.9575739641318527,1599775680160.0,without image
179,vgmKi6jP,09/10/20,5,7,InvestWatchBlog,D,False,angry,False,0,right,0.9791299116137261,0.027434842249657088,1599775683463.0,without image
180,vgmKi6jP,09/10/20,5,8,InvestWatchBlog,D,False,happy,False,0,right,0.9928473327385546,0.9791299116137261,1599775686757.0,without image
181,vgmKi6jP,09/10/20,6,0,veteranstoday,A,False,happy,True,0,left,0.5323339092621682,0.8426415534807192,1599775829215.0,with image
182,vgmKi6jP,09/10/20,6,1,veteranstoday,A,False,angry,True,0,left,0.5088183301910335,0.8622378693733312,1599775842507.0,with image
183,vgmKi6jP,09/10/20,6,2,veteranstoday,A,False,happy,True,0,left,0.6734273836889759,0.5878894767783658,1599775850394.0,with image
184,vgmKi6jP,09/10/20,6,3,veteranstoday,A,False,angry,True,0,left,0.6048402780648332,0.005193026701702741,1599775858539.0,with image
185,vgmKi6jP,09/10/20,6,4,veteranstoday,A,False,happy,True,0,left,0.33049185556826255,0.6114050558495003,1599775865387.0,with image
186,vgmKi6jP,09/10/20,6,5,veteranstoday,A,False,angry,True,0,left,0.8047227001694776,0.1489320007838526,1599775873889.0,with image
187,vgmKi6jP,09/10/20,6,6,veteranstoday,A,False,happy,True,0,left,0.6714677520997147,0.24691358024691357,1599775890085.0,with image
188,vgmKi6jP,09/10/20,6,7,veteranstoday,A,False,angry,True,0,left,0.6675484889211922,0.23907505388986872,1599775903269.0,with image
189,vgmKi6jP,09/10/20,6,8,veteranstoday,A,False,happy,True,0,left,0.6851851732245432,0.07446600039192619,1599775914523.0,with image
190,vgmKi6jP,09/10/20,6,9,veteranstoday,A,False,angry,True,0,left,0.7322163313668125,0.47031158142269264,1599775923961.0,with image
191,vgmKi6jP,09/10/20,6,10,veteranstoday,A,False,happy,True,0,left,0.575445804225915,0.6231628453850677,1599775932369.0,with image
192,vgmKi6jP,09/10/20,6,11,veteranstoday,A,False,angry,True,0,left,0.7224181734205064,0.047031158142269325,1599775945000.0,with image
193,vgmKi6jP,09/10/20,6,12,veteranstoday,A,False,happy,True,0,left,0.8106015949372612,0.11365863217715066,1599775953536.0,with image
194,vgmKi6jP,09/10/20,6,13,veteranstoday,A,False,angry,True,0,left,0.6695081205104535,0.2508328434254361,1599775978984.0,with image
195,vgmKi6jP,09/10/20,7,0,CNNPolitics,G,False,happy,False,1,left,0.5788751595071221,0.12424064574932181,1599776147036.0,without image
196,vgmKi6jP,09/10/20,7,1,CNNPolitics,G,False,angry,False,1,left,0.5695669094581313,0.018910447826531285,1599776157074.0,without image
197,vgmKi6jP,09/10/20,7,2,CNNPolitics,G,False,happy,False,1,left,0.6244365939574454,0.5134234763864394,1599776165012.0,without image
198,vgmKi6jP,09/10/20,7,3,CNNPolitics,G,False,angry,False,1,left,0.9752106484352037,0.8987850164540161,1599776172168.0,without image
