,Unnamed: 0,screen_name,happy_img_idx,angry_img_idx,person_name,clean_text,binaryLabel,rq,cluster_labels,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,m0_anger,m0_happiness,m0_calm,m1_disgust,m1_sadness,m1_surprise,dpfc_angry,dpfc_disgust,dpfc_fear,dpfc_happy,dpfc_sad,dpfc_surprise,dpfc_neutral
160,34503,Salon,13596,14294,Hillary Clinton,"Trump's lawyer literally defended the idea of meeting up with Russians to discuss ""dirt"" against Hillary Clinton https:/…",Real,2,100,14.3,9.7,123.9,-0.10300000000000001,-0.111,-0.161,1.42,0.47,0.0,1.08,1.19,0.89,0.0,2.26,1.04,1.25,0.1,1.35,0.74,0.41,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29285746812820435,0.5856508612632751,0.12149167060852052,0.14012883603572845,0.5974810123443604,0.2623901069164276,0.0011679372983053329,4.0589007710423175e-09,3.613788794609718e-05,0.0013480728957802055,0.00022879241441842169,0.011247583664953709,0.9859713912010192
161,34936,TelegraphNews,9749,13826,Hillary Clinton,"Joe Biden knew he could beat Hillary Clinton but feared negative campaign, he writes in new memoir",Real,2,100,12.0,21.8,130.5,-0.21,-0.163,0.094,2.72,0.8,0.35,2.15,1.68,2.31,0.84,3.0,1.0,0.12,2.43,0.0,0.65,0.0,2.43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5280852317810059,0.4475778043270111,0.024336908012628555,0.0,0.7221647500991821,0.2778352200984955,0.034775406122207635,2.8060199838364497e-05,0.11640866100788115,0.7580931186676025,0.018376698717474937,0.07187224179506302,0.00044588837772607803
162,25737,guardian,14061,13760,Hillary Clinton,Revealed: Democrat official considered replacing Hillary Clinton with Joe Biden,Real,2,100,14.3,21.6,159.6,0.313,-0.20800000000000002,-0.009000000000000001,0.0,0.0,0.0,0.0,2.33,2.02,0.81,3.35,3.08,1.3,0.0,0.35,0.38,0.0,1.97,0.04,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2797263562679291,0.7202736735343933,0.0,0.019934436306357384,0.9800655245780944,0.0,7.584056646581239e-12,1.7054456324938963e-27,7.889912718582305e-17,1.0,1.939669238553853e-15,2.3941293609914193e-16,8.870758988477334e-11
163,36587,australian,9731,13840,Hillary Clinton,"Is it Hillary Clinton? Is it Jon Voigt? No (we don’t think), it’s Donald Trump. Or at least it’s meant to be:",Real,2,100,10.7,7.0,135.9,0.021,-0.057999999999999996,0.006999999999999999,0.45,0.0,0.03,0.26,0.22,0.79,0.8,0.0,0.0,1.95,1.19,1.86,0.77,0.64,0.0,1.58,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3667904436588288,0.5105645656585693,0.12264496833086015,0.01081979554146528,0.9891802072525024,0.0,0.0032973946072161198,3.1154570478975074e-08,0.06041448563337326,0.8622979521751404,0.0009361623669974506,0.0005010586464777589,0.07255291193723679
164,29964,nypost,9724,9570,Hillary Clinton,Jimmy Kimmel asked a bunch of people on the street if Hillary Clinton should be impeached or not:…,Real,2,100,10.9,19.7,146.7,-0.244,0.22899999999999998,-0.024,2.26,1.22,0.58,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.38,0.0,0.0,0.17,0.53,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4456734359264374,0.17741747200489044,0.3769091069698334,0.1382165551185608,0.4835642874240875,0.3782190978527069,0.2342299520969391,9.010190842673182e-05,0.1437676101922989,7.843545608920977e-05,0.564763069152832,0.0002666496438905597,0.05680414289236069
165,26465,business,9872,13474,Hillary Clinton,Joe Biden says he wouldn't have stepped in to replace Hillary Clinton on the ticket,Real,2,100,5.7,13.7,137.2,-0.193,0.085,-0.155,0.94,0.47,0.0,0.92,0.24,1.14,0.6,0.0,0.0,0.22,0.32,0.0,1.41,0.0,1.07,2.33,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3970363140106201,0.35647064447402954,0.2464929968118668,0.0,0.5462239384651184,0.4537760317325592,1.7759724869392812e-05,5.559522842091269e-10,0.20021402835845947,0.08636738359928131,1.2784508385266236e-07,0.7133946418762207,6.072527412470663e-06
166,31865,WashTimes,9408,14108,Hillary Clinton,"Cal Thomas: Of those polled, Trump supporters and those who voted for Hillary Clinton expressed disappointment abou…",Real,2,100,1.9,5.6,136.6,-0.271,0.166,-0.03,1.85,1.51,0.0,3.06,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.57,1.47,0.09,1.42,1.61,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5304502844810486,0.290520578622818,0.17902915179729462,0.022932428866624832,0.152030810713768,0.8250367641448975,0.016784820705652237,6.11164174824097e-11,0.6248092651367188,0.3219794631004333,1.4742978464710175e-06,0.036425013095140464,3.7425472443342045e-11
167,30210,NBCNews,9355,14082,Hillary Clinton,"Hillary Clinton says ""the world has never needed your voices more"" in Women's Media Center acceptance speech.",Real,2,100,2.4,4.7,134.7,-0.247,0.042,0.147,1.13,0.6,0.57,0.5,0.19,0.0,0.0,0.06,0.0,0.0,1.95,0.0,1.94,0.0,0.0,0.49,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4911555647850037,0.32127875089645386,0.18756571412086487,0.05607450753450394,0.943925440311432,0.0,0.00018678639025893065,2.4467847192788383e-10,0.0036932548973709354,0.00014853132597636434,0.002466322388499975,2.6088248432643013e-06,0.9935025572776794
168,35628,CNNPolitics,9359,13883,Hillary Clinton,Hillary Clinton's campaign and the DNC signed a memo that set rules on funds she raised for the general election…,Real,2,100,8.7,10.9,144.1,-0.10099999999999999,0.18100000000000002,-0.043,0.9,0.01,0.92,1.19,0.18,0.32,0.0,0.38,0.0,0.0,0.31,0.0,1.27,0.0,1.65,1.42,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3031022846698761,0.6426199078559875,0.05427781492471695,0.10525936633348464,0.3654688000679016,0.5292718410491943,0.0014775271993130445,3.7030849497909912e-09,0.005128028336912394,0.9914149641990662,0.0010650677140802145,0.0008653383119963111,4.897301914752461e-05
169,28597,WashTimes,9635,13783,Hillary Clinton,"Federal judge tosses suit, says FBI did all it could to find Hillary Clinton emails",Real,2,100,3.1,8.7,142.9,-0.059000000000000004,0.252,-0.147,0.34,0.12,0.39,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.57,1.31,0.0,0.57,0.0,1.86,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.36682066321372986,0.3672222197055817,0.2659571468830109,0.06014711037278176,0.16894546151161194,0.7709074616432191,0.002611008938401937,7.346724682603946e-13,0.00016416158177889884,2.1475174435181547e-05,0.0030537170823663477,5.7810539146885276e-05,0.9940918087959291
170,24174,guardian,9788,14232,Hillary Clinton,Democrat official considered replacing Hillary Clinton with Joe Biden,Real,2,100,18.0,4.8,142.3,-0.152,-0.10300000000000001,-0.15,0.0,0.0,0.18,0.08,1.23,1.93,0.33,0.91,2.21,0.0,0.0,0.0,0.0,0.0,1.04,0.54,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.25201889872550964,0.7479811310768127,0.0,0.0487273782491684,0.930159628391266,0.021112974733114243,2.0915963405698792e-10,1.752296350114199e-22,1.9882076887633996e-11,0.9999947547912598,4.0786272847981314e-07,3.34997110940094e-07,4.551880010694731e-06
171,33252,NBCPolitics,9575,13391,Hillary Clinton,Memo reveals details of Hillary Clinton-DNC deal,Real,2,100,3.9,5.0,132.9,0.025,-0.079,0.129,1.0,0.0,0.08,1.11,0.0,0.31,0.0,0.0,0.07,0.26,1.03,0.68,0.0,0.0,0.58,0.97,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3548933565616608,0.6422899961471558,0.002816683379933238,0.054997015744447715,0.4200388789176941,0.5249640941619873,0.009628473781049252,1.4767915956781508e-07,0.3700132966041565,0.033677909523248666,0.5539283156394958,0.013223235495388508,0.01952860690653324
172,32587,Jerusalem_Post,13493,14080,Hillary Clinton,Former WH official Gorka compares Hillary Clinton to Russian spies,Real,2,100,6.0,10.4,139.2,-0.081,0.264,-0.004,1.58,1.41,1.1,3.54,0.4,0.0,0.0,0.2,0.47,0.55,0.04,0.0,0.6,0.0,1.73,1.31,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.1912863403558731,0.8087136745452881,0.0,0.0,0.0,1.0,0.00021579110762104392,9.571019177201381e-08,0.12678124010562894,0.8623453974723816,0.0018106605857610703,0.008843258954584599,3.53695395460818e-06
173,22203,HuffPostPol,13970,14128,Hillary Clinton,Hillary Clinton jokes about what she'll be for #Halloween this year,Real,2,100,21.3,17.1,137.4,-0.259,-0.045,0.027999999999999997,0.61,0.28,1.05,1.75,1.82,5.0,1.07,0.11,0.0,0.0,0.76,0.29,2.18,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4411900639533997,0.2649311423301697,0.2938787639141083,0.1072017177939415,0.5038716793060303,0.3889266848564148,0.02714417688548565,1.5918913049972613e-05,0.015884501859545708,0.14734096825122833,0.06569591164588927,0.003227864159271121,0.7406907081604004
174,34978,MiamiHerald,14271,14163,Hillary Clinton,"Portrait of Hillary Clinton set off security dogs, briefly shutting down Art Miami tent",Real,2,100,-3.1,16.5,130.0,-0.152,0.013999999999999999,0.012,0.77,0.0,0.87,1.17,0.31,1.04,0.99,1.11,0.99,0.62,0.02,0.27,0.0,0.3,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4059388339519501,0.5940611958503723,0.0,0.04780780896544457,0.4665727615356445,0.4856194257736206,4.7477105908910735e-06,8.725098454231375e-16,0.4726822376251221,0.035761412233114236,0.0002869924355763942,2.58844575000694e-05,0.4912386834621429
175,33453,globeandmail,9234,14141,Hillary Clinton,"Former DNC head considered replacing Hillary Clinton with Joe Biden, according to memoir",Real,2,100,9.9,1.8,162.2,-0.027000000000000003,0.301,0.018000000000000002,0.61,0.0,0.0,0.0,0.08,0.43,0.14,0.57,0.0,0.18,0.27,0.0,0.62,0.0,0.94,1.62,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3848595917224884,0.4038996696472168,0.2112407237291336,0.0,0.8820328116416931,0.11796719580888748,0.00016724198940210044,1.8455588446375515e-10,9.939300798578188e-05,0.0004866975068580358,0.2701476216316223,6.967402441659942e-07,0.7290983796119691
176,28693,BuzzFeedNews,13543,13950,Hillary Clinton,"Before interviewing Hillary Clinton in January 2016, MSNBC “Hardball"" host Chris Matthews turned to staffers and as…",Real,2,100,-1.4,15.6,137.9,-0.01,0.318,0.152,1.28,0.0,0.34,0.41,0.0,0.0,0.0,0.0,0.0,0.73,0.2,0.0,0.24,0.0,0.29,0.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3977741301059723,0.4042330384254456,0.19799284636974332,0.13453687727451324,0.0,0.865463137626648,0.05761990323662757,0.0012010661885142324,0.3995243310928345,0.00047271003131754696,0.489439070224762,0.007914547808468342,0.043828394263982766
177,32720,nypost,14244,14070,Hillary Clinton,The Trump administration is launching another probe into Hillary Clinton’s use of a private email server when she w…,Real,2,100,-2.8,16.2,147.6,-0.182,0.17800000000000002,-0.002,1.12,0.78,0.17,1.55,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.65,0.0,0.0,0.66,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29183080792427063,0.5852203369140625,0.12294890731573105,0.0,0.0,1.0,0.0249522365629673,2.3827416484323294e-08,0.895198404788971,2.1493485746759686e-07,0.0001246538304258138,0.07969976961612701,2.4717724954825823e-05
178,28411,Independent,14303,9927,Hillary Clinton,Joe Biden says he would never have replaced Hillary Clinton in 2016 presidential race if asked,Real,2,100,12.3,9.9,130.1,-0.07200000000000001,-0.10400000000000001,-0.102,0.0,0.4,0.09,1.01,0.57,0.97,0.45,0.0,0.81,0.0,0.25,0.0,0.0,0.0,1.2,1.59,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22232726216316226,0.7776727080345154,0.0,0.02846520766615868,0.4507412314414978,0.520793616771698,7.545323654767344e-08,1.1144353669056972e-11,0.00013701550778932872,0.00040072589763440186,1.0910760295246293e-08,0.9994592070579528,2.9836883186362684e-06
179,15245,Salon,9847,14300,Hillary Clinton,Sean Hannity: Robert Muller’s trying to distract you from Hillary Clinton,Real,2,100,39.4,24.3,178.4,-0.08900000000000001,0.012,0.062,1.23,0.0,0.0,0.0,1.23,1.2,1.06,0.0,0.0,0.02,1.2,0.4,0.32,1.38,0.0,0.68,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4452826976776123,0.10362812131643297,0.4510892033576965,0.14155606925487518,0.7618427276611328,0.0966011807322502,0.003631818341091275,3.3801523386500776e-05,0.019432490691542625,0.003011460416018963,0.6202087998390198,1.4363851732923651e-05,0.3536672592163086
180,34166,WashTimes,9824,14222,Hillary Clinton,Donna Brazile changes tone on Hillary Clinton's control of DNC in 2016,Real,2,100,7.5,16.9,137.2,-0.111,-0.016,-0.025,0.61,0.24,0.0,0.25,0.0,0.0,0.0,0.0,0.21,0.98,0.4,2.1,0.85,0.14,0.0,0.54,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.34729310870170593,0.3480128049850464,0.3046940267086029,0.0,0.8069660663604736,0.1930339485406876,2.0305509451645773e-07,1.9801552429106806e-16,3.482087413431145e-05,0.01150917261838913,0.00010150354501092806,3.0686719583172817e-06,0.9883511662483216
181,33249,CNNPolitics,9253,9844,Hillary Clinton,"Trump campaign aide George Papadopoulos' suspected middleman had ""dirt"" on Hillary Clinton, a source says…",Real,2,100,17.2,17.8,154.8,-0.154,0.026000000000000002,-0.071,1.03,0.91,0.0,1.19,0.0,0.06,0.0,0.0,0.0,0.6,0.95,1.12,1.33,0.34,0.0,0.84,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4622167348861694,0.3632574677467346,0.17452582716941833,0.021806946024298668,0.9355368614196776,0.04265620931982994,0.0006920901359990238,3.9174175014977664e-08,0.14063408970832825,0.42455726861953735,0.0009122247574850916,0.2543306350708008,0.17887364327907562
182,2058,WashTimes,10073,14289,Hillary Clinton,Joe Biden says DNC never approached him to replace Hillary Clinton,Real,2,100,11.9,8.1,151.3,-0.221,0.20600000000000002,0.174,1.05,0.69,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.35,1.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4641240239143372,0.3247998058795929,0.21107621490955356,0.023423893377184868,0.7752812504768372,0.20129483938217166,0.007716817781329155,2.208782774459905e-07,0.9530243277549744,0.00012187156244181097,0.02481058426201344,0.013958114199340343,0.0003679697401821613
183,31671,CNNPolitics,9926,14227,Hillary Clinton,"Former Hillary Clinton campaign manager Patti Solis Doyle: ""I cannot tell you the number of Dreamers who come up to…",Real,2,100,4.2,7.2,130.2,-0.14300000000000002,-0.069,0.018000000000000002,2.38,0.0,0.0,0.45,1.44,0.25,0.0,0.0,0.14,2.0,0.17,0.34,0.0,0.14,0.0,2.71,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4505392909049988,0.3915583789348602,0.1579023003578186,0.07194522023200989,0.2286635637283325,0.69939124584198,0.7746961712837219,1.2036046638519426e-11,0.0021592203993350267,0.020903410390019417,0.20223136246204376,6.407109287565049e-10,9.83730933512561e-06
184,30222,Independent,9068,13411,Hillary Clinton,People think Disney prepared a Hillary Clinton robot for their 'Hall of Presidents' then had to change it last minu…,Real,2,100,-13.2,20.4,149.4,0.034,0.35,-0.038,1.61,0.65,0.0,0.42,0.0,0.0,0.0,0.35,0.15,0.23,0.25,0.0,0.77,0.0,0.6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3668919503688812,0.31447210907936096,0.3186359703540802,0.0,0.2737998962402344,0.7262001633644104,0.29042747616767883,4.161230208410417e-06,0.03971338644623757,7.724966053501703e-06,0.16172508895397186,3.3547194107086398e-06,0.5081188082695007
185,23941,WashTimes,9748,14085,Hillary Clinton,FBI originally deemed Hillary Clinton 'grossly negligent' in handling secret emails.,Real,2,100,19.0,15.5,127.7,0.042,-0.226,-0.026000000000000002,0.91,0.0,1.45,1.12,1.54,1.09,0.0,2.1,2.51,0.9,0.39,0.0,0.34,0.23,0.5,0.51,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4802158176898956,0.30658769607543945,0.2131965309381485,0.0,0.0,1.0,0.002636370714753866,1.879717952471549e-12,0.583903431892395,2.9076838714559017e-09,2.4183742425520904e-05,0.4018816649913788,0.011554304510354996
